Código;Operadora;Porte;Região;status
418692;Resolve Administradora De Beneficios Ltda; Sem Beneficiarios;Nordeste;ativa
418706;Lexus Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
418731;Associacao De Saude Dos Fornecedores De Can; 10.001 a 20.000 beneficiarios;Sudeste;ativa
418749;Cedplan Saude Ltda Epp; 5.001 a 10.000 beneficiarios;Sudeste;ativa
418757;Corplife Administradora De Beneficios Ltda; Sem Beneficiarios;Sul;ativa
418773;Aluves Administradora De  Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
418781;Saude Casseb Assistencia Medica Ltda - Em L;0;0;inativa
418790;Sistema 1 Servicos De Assistencia a Saude S; 5.001 a 10.000 beneficiarios;Sul;ativa
418803;Associacao Santa Casa Saude De Aracatuba; 20.001 a 50.000 beneficiarios;Sudeste;ativa
418820;Caixa De Assistencia Aos Membros Da Defenso; 1 a 5.000 beneficiarios;Sudeste;ativa
418854;Insolvencia Civil De Associacao Metropolita;0;0;inativa
418862;Rbs Participacoes S/A; 1 a 5.000 beneficiarios;Sul;ativa
418901;Ad Salute Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
418919;Associacao Saude Sao Jose; 20.001 a 50.000 beneficiarios;Sul;ativa
418927;Easy Saude Administradora De Beneficios Ltd; Sem Beneficiarios;Sudeste;ativa
418960;Corpore Administradora De Beneficios Da Sau; Sem Beneficiarios;Sudeste;ativa
418986;Platinum Administradora De Beneficios; Sem Beneficiarios;Centro Oeste;ativa
418994;Odonto Prime S/S Ltda; 20.001 a 50.000 beneficiarios;Nordeste;ativa
419010;Instituto Curitiba De Saude; 50.001 a 100.000 beneficiarios;Sul;ativa
419028;Cooperativa De Trabalho Odontologico - Unio; 20.001 a 50.000 beneficiarios;Sudeste;ativa
419052;Amazonia Planos De Saude Ltda; 10.001 a 20.000 beneficiarios;Norte;ativa
419061;Usodonto Planos De Saude Ltda; 1 a 5.000 beneficiarios;Norte;ativa
419079;Bioral Sistema Odontologico Ltda.; 50.001 a 100.000 beneficiarios;Sudeste;ativa
419095;Lancers Administradora De Beneficios De Sau; Sem Beneficiarios;Sudeste;ativa
419125;Bedois Servicos De Administracao De Benefic; Sem Beneficiarios;Sudeste;ativa
419133;Postal Saude Caixa De Assistencia E Saude D; 100.001 a 500.000 beneficiarios;Centro Oeste;ativa
419141;Associacao Sao Francisco Vida; 20.001 a 50.000 beneficiarios;Sudeste;ativa
419150;Associacao Mais Saude Santa Casa De Sao Joa; 10.001 a 20.000 beneficiarios;Sudeste;ativa
419184;Odontomais Servicos Odontologicos Ltda - Me; 10.001 a 20.000 beneficiarios;Nordeste;ativa
419231;Win - Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
419249;Associacao Santa Casa Saude De Sao Jose Dos; 50.001 a 100.000 beneficiarios;Sudeste;ativa
419257;Bci Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
419265;Capital Administradora De Beneficios Ltda.; Sem Beneficiarios;Centro Oeste;ativa
419281;Odonto Seg Operadora De Planos Odontologico; 50.001 a 100.000 beneficiarios;Sudeste;ativa
419290;Qualicorp Clube De Saude Administradora De; Sem Beneficiarios;Sudeste;ativa
419303;Hebrom Administradora De Beneficios Ltda. -; Sem Beneficiarios;Sudeste;ativa
419354;Zurich Santander Brasil Odonto Ltda.; Sem Beneficiarios;Sudeste;ativa
419362;Massa Falida De Hospital Bom Samaritano S/S;0;0;inativa
419389;Qv Beneficios Em Saude Ltda; Sem Beneficiarios;Sudeste;ativa
419419;Brasildental Operadora De Planos Odontologi; 100.001 a 500.000 beneficiarios;Sudeste;ativa
419427;Instituicao Beneficente Cel Massot - Ibcm; 20.001 a 50.000 beneficiarios;Sul;ativa
419435;Classe Administradora De Beneficios Ltda -; Sem Beneficiarios;Centro Oeste;ativa
419443;G2C Administradora De Beneficios Ltda - Me; Sem Beneficiarios;Sudeste;ativa
419486;Pladisa Planos De Saude Sa; 10.001 a 20.000 beneficiarios;Sul;ativa
419516;Mais Saude S/A; 10.001 a 20.000 beneficiarios;Sudeste;ativa
419524;Sorriden Convenios Odontologicos S.A.; 20.001 a 50.000 beneficiarios;Sudeste;ativa
419559;Med Corp Saude Corporativa Ltda - Epp; Sem Beneficiarios;Sudeste;ativa
419567;Saluplan Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
419583;Odontomaxi Operadora De Planos Odontologico; 5.001 a 10.000 beneficiarios;Sudeste;ativa
419591;Associacao Dos Servidores Publicos Da Admin; 1 a 5.000 beneficiarios;Norte;ativa
419613;Brazil Dental Operadora De Planos Odontolog; 1 a 5.000 beneficiarios;Sudeste;ativa
419621;Abplus Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
419699;Operadora De Planos Privados De Saude - San; 10.001 a 20.000 beneficiarios;Centro Oeste;ativa
419729;Uniodonto Passos - Cooperativa Odontologica; 10.001 a 20.000 beneficiarios;Sudeste;ativa
419753;Medgold Assistencia Medica Ltda - Me; 10.001 a 20.000 beneficiarios;Sudeste;ativa
419761;18 De Julho Administradora De Beneficios Lt; Sem Beneficiarios;Sudeste;ativa
419796;Companhia Das Docas Do Estado Da Bahia - Co; 1 a 5.000 beneficiarios;Nordeste;ativa
419818;Fr Plano Odontologico Ltda; 5.001 a 10.000 beneficiarios;Sudeste;ativa
419851;Caixa De Assistencia a Saude Dos Trabalhado; 5.001 a 10.000 beneficiarios;Sul;ativa
419869;Benefit Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
419907;Affiance Life Administradora De Beneficios; Sem Beneficiarios;Sudeste;ativa
419931;Geac - Gerenciamento Empresarial Ltda; Sem Beneficiarios;Sudeste;ativa
419958;Associacao Plano De Saude Santa Casa De Val; 5.001 a 10.000 beneficiarios;Sudeste;ativa
419974;Associacao Plame De Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
419982;Alpha Dental Plano De Saude Ltda Me; 1 a 5.000 beneficiarios;Centro Oeste;ativa
419991;Oros Operadora De Planos Odontologicos Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
420000;Associacao Do Plano De Saude Da Santa Casa; 10.001 a 20.000 beneficiarios;Nordeste;ativa
420018;Vectorial Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
420042;Best Life Assessoria Na Gestao E Administra; Sem Beneficiarios;Sudeste;ativa
420051;Smart Care Sistemas Medicos E Odontologicos; Sem Beneficiarios;Sudeste;ativa
420077;Servico Social Da Industria Do Papel, Papel; 50.001 a 100.000 beneficiarios;Sudeste;ativa
420085;Santa Casa De Saude - Scs; 5.001 a 10.000 beneficiarios;Sudeste;ativa
420093;Associacao Dos Servidores Da Emdagro - Asse; 1 a 5.000 beneficiarios;Nordeste;ativa
420107;Uniconsult - Administradora De Beneficios E; Sem Beneficiarios;Sudeste;ativa
420123;Associacao Univida Santa Rita Do Passa Quat; 1 a 5.000 beneficiarios;Sudeste;ativa
420140;Muito Mais Saude Administradora De Benefici; Sem Beneficiarios;Sudeste;ativa
420158;Associacao Padre Albino Saude; 20.001 a 50.000 beneficiarios;Sudeste;ativa
420166;Plano De Saude Da Santa Casa De Braganca Pa; 20.001 a 50.000 beneficiarios;Sudeste;ativa
420239;Dental Care Assistencia Odontologica Ltda; 1 a 5.000 beneficiarios;Nordeste;ativa
420247;Compar Administradora De Beneficios Ltda -; Sem Beneficiarios;Sul;ativa
420255;Alter Administradora De Beneficios S.A.; Sem Beneficiarios;Sudeste;ativa
420271;R.M.I. Operadora De Saude Integrada Ltda; 10.001 a 20.000 beneficiarios;Sudeste;ativa
420280;Positiva Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
420301;Inova Administradora De Beneficios Ltda Me; Sem Beneficiarios;Sul;ativa
420697;Bem Estar Administradora De Beneficios Ltda; Sem Beneficiarios;Sul;ativa
420701;Fundacao De Assistencia a Saude Da Associac; 1 a 5.000 beneficiarios;Sul;ativa
420743;Operadora De Planos Odontologicos Odontocli; Sem Beneficiarios;Nordeste;ativa
420751;Ideal Saude Assistencia Medica Ambulatorial; 1 a 5.000 beneficiarios;Centro Oeste;ativa
420778;Passport System Odontologia Ltda; 1 a 5.000 beneficiarios;Norte;ativa
420786;Associacao Santa Casa Clinicas De Birigui; 10.001 a 20.000 beneficiarios;Sudeste;ativa
420794;Assorel Brasil Administradora De Beneficios; Sem Beneficiarios;Centro Oeste;ativa
420808;Union Administradora De Beneficios Em Saude; Sem Beneficiarios;Sudeste;ativa
420816;Associacao Padre Pio Planos De Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
420841;Interclinicas Plano Vida Usa Operadora De S; 1 a 5.000 beneficiarios;Sudeste;ativa
420859;Mediatorie Administradora De Beneficios S/A; Sem Beneficiarios;Sudeste;ativa
420930;Hospital De Caridade Sao Vicente De Paulo; 1 a 5.000 beneficiarios;Sul;ativa
420956;Plena Administradora De Beneficios Ltda - M; Sem Beneficiarios;Sudeste;ativa
420964;Master Health Administradora De Beneficios; Sem Beneficiarios;Sudeste;ativa
420972;Oralplan Planos De Saude Odontologicos Ltda; 5.001 a 10.000 beneficiarios;Nordeste;ativa
420981;S1 Operadora De Plano De Saude Ltda; 5.001 a 10.000 beneficiarios;Centro Oeste;ativa
420999;Quali Administradora De Beneficios S/A; Sem Beneficiarios;Sudeste;ativa
421006;Associacao Sao Luiz Saude; 5.001 a 10.000 beneficiarios;Sudeste;ativa
421049;W. Dental Planos Odontologicos S.A; 5.001 a 10.000 beneficiarios;Sudeste;ativa
421081;Delfhi Planos Odontologicos Ltda; 5.001 a 10.000 beneficiarios;Nordeste;ativa
421120;Easyplan Administradora De Beneficios Ltda.; Sem Beneficiarios;Centro Oeste;ativa
421146;Nexo - Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
421154;Saude Brasil Assistencia Medica Ltda.; 50.001 a 100.000 beneficiarios;Sudeste;ativa
421189;Beneficencia Social Bom Samaritano; 1 a 5.000 beneficiarios;Sudeste;ativa
421197;Santa Casa De Maua Saude; 20.001 a 50.000 beneficiarios;Sudeste;ativa
421243;Quality Gold Saude Administradora De Planos; Sem Beneficiarios;Sudeste;ativa
421278;Unipactum Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
421286;Nacional Saude Administradora De Beneficios; Sem Beneficiarios;Sudeste;ativa
421324;Benevitae Administradora De Beneficios Ltda; Sem Beneficiarios;Norte;ativa
421332;Bem Administradoras Ltda; Sem Beneficiarios;Sudeste;ativa
421341;Caixa De Assistencia a Saude Dos Servidores; 10.001 a 20.000 beneficiarios;Centro Oeste;ativa
421359;Rio Doce Saude; 5.001 a 10.000 beneficiarios;Sudeste;ativa
421367;Medhealth Planos De Saude Ltda; 1 a 5.000 beneficiarios;Sul;ativa
421375;Intervida Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
421383;Propulsao Planos Odontologicos Ltda; 5.001 a 10.000 beneficiarios;Sul;ativa
421391;Mega Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
421405;Supermed Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
421413;Pp Health Administradora De Beneficios Ltda; Sem Beneficiarios;Sul;ativa
421421;2Care Operadora De Saude Ltda.; 20.001 a 50.000 beneficiarios;Sudeste;ativa
421456;Union Life Administradora De Beneficios Ltd;0;0;inativa
421464;Odonto Alegre Clinicas E Planos Odontologic; 1 a 5.000 beneficiarios;Sul;ativa
421472;Sorriso Studio Plano De Saude Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
421545;2B Odontologia Operadora De Planos Odontolo; Sem Beneficiarios;Sudeste;ativa
421553;Adm Life - Administradora De Beneficios Ltd; Sem Beneficiarios;Sudeste;ativa
421561;Brasil Odonto Operadora De Planos Odontolog; 5.001 a 10.000 beneficiarios;Norte;ativa
421618;Associacao Hospital Saude De Vargem Grande; 1 a 5.000 beneficiarios;Sudeste;ativa
421626;Hospital Mater Dei Sa; 5.001 a 10.000 beneficiarios;Sudeste;ativa
421634;Sd-M Operadora De Planos De Saude Ltda; 10.001 a 20.000 beneficiarios;Sudeste;ativa
421642;Excelencia Plano De Saude S/A; 1 a 5.000 beneficiarios;Sudeste;ativa
421677;Mount Hermon Administradora De Beneficios L; Sem Beneficiarios;Sul;ativa
421685;Liven Prestadora De Servicos Ltda; Sem Beneficiarios;Sudeste;ativa
421693;Aqquer - Administradora De Beneficios Ltda; Sem Beneficiarios;Centro Oeste;ativa
421707;Personal Care Operadora De Saude Sa; 10.001 a 20.000 beneficiarios;Sudeste;ativa
421715;Bradesco Saude - Operadora De Planos  S/A; Acima de 500.000 beneficiarios;Sudeste;ativa
421723;Health-Med Sistema De Saude Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
421731;Amhe Med Assistencia A Saude Ltda - Epp; 50.001 a 100.000 beneficiarios;Sudeste;ativa
421740;Tecben Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
421758;Sanus Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
421766;Best Senior Operadora De Saude Ltda; 10.001 a 20.000 beneficiarios;Sudeste;ativa
421774;Pentagono Administradora De Beneficios S/A; Sem Beneficiarios;Sul;ativa
421804;Prever Administradora De Beneficios Ltda; Sem Beneficiarios;Sul;ativa
421812;Impetu Administradora De Beneficios Ltda; Sem Beneficiarios;Sul;ativa
421847;Foco Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
421871;Angeli Sistemas De Saude S.A.; 5.001 a 10.000 beneficiarios;Sul;ativa
421928;Alice Operadora Ltda.; 50.001 a 100.000 beneficiarios;Sudeste;ativa
421936;Wre Beneficios Em Saude  Ltda; Sem Beneficiarios;Sudeste;ativa
421944;Unica Assistencia Medica Ltda; 50.001 a 100.000 beneficiarios;Sudeste;ativa
421952;Crz Plano Odontologico Ltda; 1 a 5.000 beneficiarios;Sul;ativa
422029;Klini Planos De Saude Ltda; 100.001 a 500.000 beneficiarios;Sudeste;ativa
422045;Ctesk Administradora De Benefiicios Ltda; Sem Beneficiarios;Centro Oeste;ativa
422053;Associacao Fca Saude; 20.001 a 50.000 beneficiarios;Sudeste;ativa
422061;Mms Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
422070;Eletros Saude - Associacao De Assistencia a; 5.001 a 10.000 beneficiarios;Sudeste;ativa
422088;Odont-Operadora Odontologica Ltda; 50.001 a 100.000 beneficiarios;Sudeste;ativa
422126;Up Health Administradora De Beneficios S/A; Sem Beneficiarios;Sudeste;ativa
422134;Univida Usa Operadora Em Saude S/A; Sem Beneficiarios;Sudeste;ativa
422151;Atitude Saude Assistencia Medica Ltda; 5.001 a 10.000 beneficiarios;Nordeste;ativa
422185;Oliva Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
422193;Prudente Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
422223;Up Solucoes Em Saude Ltda; Sem Beneficiarios;Sudeste;ativa
422240;Vida & Saude Administradora De Planos De Sa; Sem Beneficiarios;Sudeste;ativa
422258;Global-Al Administradora De Beneficios Ltda; Sem Beneficiarios;Nordeste;ativa
422291;Solutions Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
422304;Caring Saude Assistencia Medica Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
422321;Associacao De Saude Do Vale; 20.001 a 50.000 beneficiarios;Sul;ativa
422339;Leve Saude Operadora De Planos De Saude S.A; 100.001 a 500.000 beneficiarios;Sudeste;ativa
422347;Adress Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
422355;Pd Brasil Assistencia Odontologica Ltda; 50.001 a 100.000 beneficiarios;Sudeste;ativa
422371;Sf Sistemas De Saude Ltda; 20.001 a 50.000 beneficiarios;Sudeste;ativa
422380;You Assistencia Medica Ltda.; Sem Beneficiarios;Sudeste;ativa
422398;Sami Assistencia Medica Ltda; 20.001 a 50.000 beneficiarios;Sudeste;ativa
422401;Bit Life Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
422436;Cenibra Logistica Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
422444;Happymed Plano De Saude Ltda;0;0;inativa
422461;Clube Silver Administradora De Planos De Sa; Sem Beneficiarios;Sudeste;ativa
422479;Livri Operadora De Plano De Saude Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
422487;Voce Total Planos De Saude Limitada; 5.001 a 10.000 beneficiarios;Sudeste;ativa
422533;Prover Odontologia Ltda; 1 a 5.000 beneficiarios;Centro Oeste;ativa
422576;Esplendor Administradora De Beneficios Ltda; Sem Beneficiarios;Centro Oeste;ativa
422584;Pb Assistencia Medica Eu Ltda; 20.001 a 50.000 beneficiarios;Nordeste;ativa
422592;Vitta Saude Administradora De Beneficios Lt; Sem Beneficiarios;Sudeste;ativa
422606;Cuidar.Me Saude Sa;0;0;inativa
422622;Odonto Mais Saude Empreendimentos Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
422631;Associacao Petrobras De Saude - Aps; 100.001 a 500.000 beneficiarios;Sudeste;ativa
422657;Viver Bem Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
422673;Operadora De Planos Odontologicos Ultraodon; 10.001 a 20.000 beneficiarios;Nordeste;ativa
422681;Gocare Planos De Saude Ltda; 20.001 a 50.000 beneficiarios;Sudeste;ativa
422703;Ps Assistencia Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
422720;Ampla Planos De Saude Ltda; 50.001 a 100.000 beneficiarios;Sudeste;ativa
422746;Salusmed Operadora De Planos De Saude Ltda; 10.001 a 20.000 beneficiarios;Sudeste;ativa
422754;Odile Servicos De Saude Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
422762;Santa Casa De Misericordia E Beneficencia P; 10.001 a 20.000 beneficiarios;Sudeste;ativa
422771;Tempo Med Plano De Saude Ltda; 10.001 a 20.000 beneficiarios;Sul;ativa
422797;Medcorp Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
422827;Trino - Alianca Filantropica De Assistencia; 10.001 a 20.000 beneficiarios;Sudeste;ativa
422835;Vida Top Mais Saude Operadora De Planos De; 5.001 a 10.000 beneficiarios;Sudeste;ativa
422851;Odonto Mais Brasil Operadora De Planos Odon; 1 a 5.000 beneficiarios;Norte;ativa
422860;Saluty Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
422878;Rg Saude Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
422924;Odontocoop - Operadora De Planos De Saude L; 1 a 5.000 beneficiarios;Nordeste;ativa
422932;Aplus Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
422941;Arl Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
422959;Preserve Saude Assistencia Medica Ltda; 1 a 5.000 beneficiarios;Nordeste;ativa
422967;Eleve Administradora Debeneficios Limitada;0;0;inativa
422975;Dentalmaster Ltda; 10.001 a 20.000 beneficiarios;Sudeste;ativa
422991;Bauen Life Ltda.; Sem Beneficiarios;Sudeste;ativa
423017;Total Saude  Administradora De Beneficios E; Sem Beneficiarios;Sudeste;ativa
423041;Unicor Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
423050;Dental White Plano De Assistencia Odontolog; 1 a 5.000 beneficiarios;Nordeste;ativa
423068;Solidus Administradora De Beneficios E Solu; Sem Beneficiarios;Nordeste;ativa
423076;Gestao Administradora De Planos De Saude Lt; Sem Beneficiarios;Sudeste;ativa
423084;Xipp Integradora E Administradora De Benefi; Sem Beneficiarios;Sudeste;ativa
423092;You Odonto Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
423106;Saude Integral Assistencia Medica Ltda; 1 a 5.000 beneficiarios;Nordeste;ativa
423114;Unity Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
423122;H2U Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
423131;Uniao Saude Administradora De Planos De Sau; Sem Beneficiarios;Sudeste;ativa
423173;Integra Assistencia Medica Sa; 50.001 a 100.000 beneficiarios;Sudeste;ativa
423181;Bemstar Assistencia Medica Ltda; 1 a 5.000 beneficiarios;Nordeste;ativa
423203;Associacao Policial De Assistencia a Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
423211;J&L Administradora De Beneficios E Sol Em S; Sem Beneficiarios;Nordeste;ativa
423220;Conectaplan Administradora De Beneficios Lt; Sem Beneficiarios;Sudeste;ativa
423238;Odontoplan Planos Odontologicos Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
423262;Alma Odonto Operadora De Planos Odontologic; 20.001 a 50.000 beneficiarios;Sudeste;ativa
423271;Dixmed Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
423319;Anafe Saude; 5.001 a 10.000 beneficiarios;Centro Oeste;ativa
423327;Clicsaude Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
423335;Unity Servicos Integrados De Saude Ltda.; 20.001 a 50.000 beneficiarios;Centro Oeste;ativa
423343;Hub Health Administradora De Beneficios Ltd; Sem Beneficiarios;Nordeste;ativa
423351;Ame Vvida Planos De Saude Integrado Ltda.; 5.001 a 10.000 beneficiarios;Norte;ativa
423378;Vitrea Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
423394;Saude Plena Administradora De Beneficios Lt; Sem Beneficiarios;Sudeste;ativa
423408;Plano Sigma Saude Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
423424;Ipresb - Instituto De Prevencao Em Saude Bu; 1 a 5.000 beneficiarios;Sudeste;ativa
423432;Assoc De Assist a Saude Dos Serv Das Univ E; 1 a 5.000 beneficiarios;Nordeste;ativa
423441;Plenum Assistencia Medica  Ltda; 5.001 a 10.000 beneficiarios;Centro Oeste;ativa
423467;Benet Administracao De Beneficios Ltda; Sem Beneficiarios;Sul;ativa
423483;P4H Gestao De Beneficios Ltda; Sem Beneficiarios;Sul;ativa
423491;Odontobras Planos Odontologicos Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
423505;Xp Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
423513;Real Grandeza Saude; Sem Beneficiarios;Sudeste;ativa
423521;Egregora  Administradora De Beneficios S/A; Sem Beneficiarios;Sudeste;ativa
423530;Bwg Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
423548;Total Assistencia Medica Hospitalar Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
423556;Siso Plano Odontologico Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
423564;Infinity Saude Suplementar Ltda; 1 a 5.000 beneficiarios;Centro Oeste;ativa
423572;Innova Plano De Saude Ltda; 1 a 5.000 beneficiarios;Norte;ativa
423581;Federal Administradora De Beneficios Ltda; Sem Beneficiarios;Centro Oeste;ativa
423611;Med Care Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
423629;Aurora Saude Ltda; 10.001 a 20.000 beneficiarios;Sudeste;ativa
423637;Casufes Saude Administradora De Beneficios; Sem Beneficiarios;Sudeste;ativa
423645;Saudia Assistencia Medica Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
423653;Dr Dia Planos Odontologicos E Saude Ltda; 1 a 5.000 beneficiarios;Sul;ativa
423661;Nova Saude Operadora Integrada De Saude Ltd; 20.001 a 50.000 beneficiarios;Sudeste;ativa
423670;Hes Plano De Saude Ltda; 1 a 5.000 beneficiarios;Norte;ativa
423688;Lifemed Administradora De Beneficios Ltda; Sem Beneficiarios;Norte;ativa
423700;Evo Saude Assistencia Medica Ltda; 1 a 5.000 beneficiarios;Centro Oeste;ativa
423718;Sul Do Para Ltda; 5.001 a 10.000 beneficiarios;Norte;ativa
423726;Gold Plan Empreendimentos Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
423734;Avant Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
423751;Valor Saude Administradora De Beneficios Lt; Sem Beneficiarios;Sudeste;ativa
423777;Febrafite Saude; 1 a 5.000 beneficiarios;Centro Oeste;ativa
423785;Evolucao Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
423807;Associacao Hospitalar Moinhos De Vento; 5.001 a 10.000 beneficiarios;Sul;ativa
423815;Sagrada Saude Assistencia Medica Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
423831;Vitacare Planos De Saude Ltda; Sem Beneficiarios;Nordeste;ativa
423840;Ideal Administradora De Beneficios Ltda; Sem Beneficiarios;Sul;ativa
423858;Amplitude Planos De Saude Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
423874;Sf Saude Odontomais Assistencia Odontologic; 1 a 5.000 beneficiarios;Nordeste;ativa
423882;Plamedh Planos De Saude Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
423891;Benefit Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
423912;Assistencia Medica 12 De Outubro Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
423921;Fox Saude Assistencia Medica Integrada Ltda; 1 a 5.000 beneficiarios;Nordeste;ativa
423939;Integralcare Planos De Saude Ltda; Sem Beneficiarios;Nordeste;ativa
423947;Smiles Odonto Ltda.; Sem Beneficiarios;Sul;ativa
423963;Claro S.A; Sem Beneficiarios;Sudeste;ativa
423998;Blue Union Saude Administradora De Benefici; Sem Beneficiarios;Sul;ativa
424005;Avanti Administradora De Beneficios Em Saud; Sem Beneficiarios;Sudeste;ativa
424013;Vct Planos De Saude Ltda; Sem Beneficiarios;Sudeste;ativa
424021;Cacss Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
424030;Omega Odonto Operadora De Planos Odontologi; 10.001 a 20.000 beneficiarios;Sudeste;ativa
424048;Vale Planos De Saude Ltda; 1 a 5.000 beneficiarios;Nordeste;ativa
424064;Mb Planos De Saude Ltda; 1 a 5.000 beneficiarios;Nordeste;ativa
424099;Medsaude Administradora De Planos De Saude; Sem Beneficiarios;Sudeste;ativa
424111;Yellow Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
424129;Hospital Maternidade Sao Vicente De Paulo; 1 a 5.000 beneficiarios;Nordeste;ativa
424137;Home Administradora De Beneficios Ltda; Sem Beneficiarios;Sul;ativa
424145;Saude Viva Administradora De Beneficios Ltd; Sem Beneficiarios;Sudeste;ativa
424153;Soma Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
424161;Pro-Saude Jarinu Assistencia Medica Supleme; Sem Beneficiarios;Sudeste;ativa
424170;Bluzz Saude S/A; 5.001 a 10.000 beneficiarios;Sudeste;ativa
424188;Serv  Social Autonomo De Assist a Saude Dos; Acima de 500.000 beneficiarios;Centro Oeste;ativa
424196;Maximed Planos De Saude Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
424200;Plano A Administradora De Planos De Saude L; Sem Beneficiarios;Norte;ativa
424218;Boa Saude Admnistradora De Beneficios De Sa; Sem Beneficiarios;Sudeste;ativa
424226;Gestao Vida Administradora De Beneficios Lt; Sem Beneficiarios;Sudeste;ativa
424234;Amazil Assistencia Medica Do Brasil Ltda; Sem Beneficiarios;Sudeste;ativa
424242;Abrange Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
424251;Prolife Administradora  De Saude Ltda; Sem Beneficiarios;Sudeste;ativa
424277;Amelia Operadora De Planos De Saude S/A.; Sem Beneficiarios;Sudeste;ativa
424285;Aires Operadora De Saude Ltda; Sem Beneficiarios;Nordeste;ativa
424293;Adc Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
424307;Meridian Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
